draw_date,numbers,draw_time
2014-03-20,327,midday
2014-03-21,268,evening
2014-03-21,611,midday
2014-03-22,699,midday
2014-03-22,721,evening
2014-03-23,142,midday
2014-03-23,758,evening
2014-03-23,567,evening
2014-03-23,032,midday
2014-03-24,468,evening
2014-03-24,151,midday
2014-03-24,567,evening
2014-03-24,032,midday
2014-03-25,669,midday
2014-03-25,567,evening
2014-03-25,032,midday
2014-03-25,850,evening
2014-03-26,210,midday
2014-03-26,032,midday
2014-03-26,567,evening
2014-03-26,114,evening
2014-03-27,980,evening
2014-03-27,287,midday
2014-03-27,032,midday
2014-03-27,567,evening
2014-03-28,032,midday
2014-03-28,563,midday
2014-03-28,085,evening
2014-03-28,567,evening
2014-03-29,965,midday
2014-03-29,832,evening
2014-03-30,759,midday
2014-03-30,595,evening
2014-03-31,680,midday
2014-03-31,268,evening
2014-04-01,617,midday
2014-04-01,189,evening
2014-04-02,740,evening
2014-04-02,111,midday
2014-04-03,830,evening
2014-04-03,028,midday
2014-04-04,287,evening
2014-04-04,188,midday
2014-04-05,613,midday
2014-04-05,490,evening
2014-04-06,013,midday
2014-04-06,976,evening
2014-04-07,205,midday
2014-04-07,611,evening
2014-04-08,326,evening
2014-04-08,793,midday
2014-04-09,566,midday
2014-04-09,253,evening
2014-04-10,026,evening
2014-04-10,033,midday
2014-04-11,532,midday
2014-04-11,510,evening
2014-04-12,962,midday
2014-04-12,641,evening
2014-04-13,976,midday
2014-04-13,644,midday
2014-04-13,697,evening
2014-04-13,205,evening
2014-04-14,666,midday
2014-04-14,541,evening
2014-04-15,383,midday
2014-04-15,771,evening
2014-04-15,915,evening
2014-04-15,085,midday
2014-04-16,383,evening
2014-04-16,015,midday
2014-04-17,508,evening
2014-04-17,771,midday
2014-04-18,949,midday
2014-04-18,631,evening
2014-04-19,629,midday
2014-04-19,765,evening
2014-04-20,393,evening
2014-04-20,077,midday
2014-04-21,270,midday
2014-04-21,161,evening
2014-04-22,587,midday
2014-04-22,898,evening
2014-04-23,222,evening
2014-04-23,478,midday
2014-04-24,356,evening
2014-04-24,695,midday
2014-04-25,877,evening
2014-04-25,963,midday
2014-04-26,510,evening
2014-04-26,532,midday
2014-04-26,999,midday
2014-04-26,611,evening
2014-04-27,467,midday
2014-04-27,395,evening
2014-04-28,927,evening
2014-04-28,476,midday
2014-04-28,830,midday
2014-04-28,188,evening
2014-04-29,425,midday
2014-04-29,057,evening
2014-04-30,617,midday
2014-04-30,359,midday
2014-04-30,000,evening
2014-04-30,189,evening
2014-05-01,504,evening
2014-05-01,456,midday
2014-05-02,694,evening
2014-05-02,250,midday
2014-05-03,968,evening
2014-05-03,100,midday
2014-05-04,693,evening
2014-05-04,542,midday
2014-05-05,909,evening
2014-05-05,715,midday
2014-05-06,792,evening
2014-05-06,396,midday
2014-05-07,626,evening
2014-05-07,068,midday
2014-05-08,082,midday
2014-05-08,379,evening
2014-05-09,832,midday
2014-05-09,283,evening
2014-05-10,864,midday
2014-05-10,413,evening
2014-05-11,785,evening
2014-05-11,757,midday
2014-05-12,281,midday
2014-05-12,815,evening
2014-05-13,264,midday
2014-05-13,020,evening
2014-05-14,134,midday
2014-05-14,443,evening
2014-05-15,591,midday
2014-05-15,048,evening
2014-05-16,452,evening
2014-05-16,954,midday
2014-05-17,791,evening
2014-05-17,420,midday
2014-05-18,969,midday
2014-05-18,823,evening
2014-05-19,169,midday
2014-05-19,586,evening
2014-05-20,955,midday
2014-05-20,574,evening
2014-05-20,443,evening
2014-05-20,134,midday
2014-05-21,101,midday
2014-05-21,983,evening
2014-05-21,408,midday
2014-05-21,849,evening
2014-05-22,514,evening
2014-05-22,414,midday
2014-05-23,698,midday
2014-05-23,287,evening
2014-05-24,313,midday
2014-05-24,103,evening
2014-05-25,898,evening
2014-05-25,679,midday
2014-05-26,572,midday
2014-05-26,916,evening
2014-05-27,810,evening
2014-05-27,047,midday
2014-05-27,456,midday
2014-05-27,504,evening
2014-05-28,440,midday
2014-05-28,584,evening
2014-05-28,456,midday
2014-05-28,504,evening
2014-05-29,456,midday
2014-05-29,504,evening
2014-05-29,919,midday
2014-05-29,021,evening
2014-05-30,849,evening
2014-05-30,101,midday
2014-05-30,456,midday
2014-05-30,504,evening
2014-05-31,513,midday
2014-05-31,175,evening
2014-06-01,782,midday
2014-06-01,985,evening
2014-06-02,549,midday
2014-06-02,841,evening
2014-06-03,461,midday
2014-06-03,334,evening
2014-06-04,575,midday
2014-06-04,876,evening
2014-06-05,905,evening
2014-06-05,015,midday
2014-06-05,695,midday
2014-06-06,438,midday
2014-06-06,772,evening
2014-06-07,222,midday
2014-06-07,735,evening
2014-06-08,134,midday
2014-06-08,310,evening
2014-06-09,027,evening
2014-06-09,244,midday
2014-06-10,625,midday
2014-06-10,808,evening
2014-06-11,087,midday
2014-06-11,472,evening
2014-06-12,825,midday
2014-06-12,830,evening
2014-06-13,294,midday
2014-06-13,021,evening
2014-06-14,269,midday
2014-06-14,876,evening
2014-06-15,911,evening
2014-06-15,416,midday
2014-06-16,173,evening
2014-06-16,834,midday
2014-06-17,471,evening
2014-06-17,153,midday
2014-06-18,831,midday
2014-06-18,483,evening
2014-06-19,416,midday
2014-06-19,705,evening
2014-06-20,873,midday
2014-06-20,875,evening
2014-06-21,876,evening
2014-06-21,269,midday
2014-06-21,779,midday
2014-06-21,936,evening
2014-06-22,151,midday
2014-06-22,292,evening
2014-06-23,036,midday
2014-06-23,346,evening
2014-06-24,944,evening
2014-06-24,876,midday
2014-06-25,451,midday
2014-06-25,583,evening
2014-06-26,450,midday
2014-06-26,457,evening
2014-06-27,964,evening
2014-06-27,625,midday
2014-06-27,808,evening
2014-06-27,687,midday
2014-06-28,752,midday
2014-06-28,476,evening
2014-06-29,831,midday
2014-06-29,740,evening
2014-06-30,904,midday
2014-06-30,768,evening
2014-07-01,321,evening
2014-07-01,015,midday
2014-07-02,345,midday
2014-07-02,493,evening
2014-07-03,296,evening
2014-07-03,141,midday
2014-07-04,333,midday
2014-07-04,591,evening
2014-07-05,118,midday
2014-07-05,883,evening
2014-07-06,052,midday
2014-07-06,883,evening
2014-07-07,486,evening
2014-07-07,948,midday
2014-07-08,016,midday
2014-07-08,732,evening
2014-07-08,509,midday
2014-07-08,334,evening
2014-07-09,746,evening
2014-07-09,349,midday
2014-07-10,327,evening
2014-07-10,719,midday
2014-07-10,858,midday
2014-07-10,639,evening
2014-07-11,513,midday
2014-07-11,311,evening
2014-07-12,219,midday
2014-07-12,045,evening
2014-07-13,527,midday
2014-07-13,785,evening
2014-07-14,800,evening
2014-07-14,167,midday
2014-07-15,321,midday
2014-07-15,457,midday
2014-07-15,918,evening
2014-07-15,345,evening
2014-07-16,349,evening
2014-07-16,608,midday
2014-07-16,476,evening
2014-07-16,732,midday
2014-07-17,987,midday
2014-07-17,760,evening
2014-07-18,164,evening
2014-07-18,213,midday
2014-07-19,716,evening
2014-07-19,114,midday
2014-07-20,010,midday
2014-07-20,719,evening
2014-07-21,327,midday
2014-07-21,679,evening
2014-07-22,577,evening
2014-07-22,981,midday
2014-07-23,302,midday
2014-07-23,731,evening
2014-07-24,251,midday
2014-07-24,379,evening
2014-07-25,051,midday
2014-07-25,380,evening
2014-07-26,815,midday
2014-07-26,008,evening
2014-07-27,509,midday
2014-07-27,334,evening
2014-07-28,827,midday
2014-07-28,638,evening
2014-07-29,321,evening
2014-07-29,015,midday
2014-07-29,215,midday
2014-07-29,909,evening
2014-07-30,651,evening
2014-07-30,015,midday
2014-07-30,693,midday
2014-07-30,321,evening
2014-07-31,365,midday
2014-07-31,314,evening
2014-08-01,468,evening
2014-08-01,928,midday
2014-08-02,494,evening
2014-08-02,523,midday
2014-08-03,408,evening
2014-08-03,956,midday
2014-08-04,066,evening
2014-08-04,836,midday
2014-08-05,612,midday
2014-08-05,129,midday
2014-08-05,927,evening
2014-08-06,330,midday
2014-08-06,612,midday
2014-08-06,527,evening
2014-08-06,293,evening
2014-08-07,691,evening
2014-08-07,722,midday
2014-08-08,734,midday
2014-08-08,310,evening
2014-08-09,097,midday
2014-08-09,555,evening
2014-08-10,031,midday
2014-08-10,409,evening
2014-08-11,903,midday
2014-08-11,631,evening
2014-08-12,268,midday
2014-08-12,761,evening
2014-08-13,594,midday
2014-08-13,804,evening
2014-08-14,034,midday
2014-08-14,736,evening
2014-08-15,404,evening
2014-08-15,177,midday
2014-08-16,536,evening
2014-08-16,578,midday
2014-08-17,403,evening
2014-08-17,656,midday
2014-08-18,385,midday
2014-08-18,177,evening
2014-08-19,897,midday
2014-08-19,237,evening
2014-08-20,489,midday
2014-08-20,454,evening
2014-08-21,074,midday
2014-08-21,408,evening
2014-08-22,465,evening
2014-08-22,208,midday
2014-08-23,249,midday
2014-08-23,888,evening
2014-08-24,270,midday
2014-08-24,540,evening
2014-08-25,754,midday
2014-08-25,915,evening
2014-08-26,973,evening
2014-08-26,805,midday
2014-08-27,468,evening
2014-08-27,928,midday
2014-08-27,551,midday
2014-08-27,186,evening
2014-08-28,928,midday
2014-08-28,468,evening
2014-08-28,467,evening
2014-08-28,504,midday
2014-08-29,928,midday
2014-08-29,468,evening
2014-08-29,789,evening
2014-08-29,165,midday
2014-08-30,468,evening
2014-08-30,928,midday
2014-08-30,597,midday
2014-08-30,209,evening
2014-08-31,527,evening
2014-08-31,928,midday
2014-08-31,468,evening
2014-08-31,903,evening
2014-08-31,409,midday
2014-08-31,917,midday
2014-09-01,612,midday
2014-09-01,527,evening
2014-09-02,820,midday
2014-09-02,010,evening
2014-09-03,864,midday
2014-09-03,054,evening
2014-09-04,769,evening
2014-09-04,652,midday
2014-09-05,317,evening
2014-09-05,282,midday
2014-09-06,864,midday
2014-09-06,449,evening
2014-09-07,204,midday
2014-09-07,317,evening
2014-09-08,370,midday
2014-09-08,217,evening
2014-09-09,273,midday
2014-09-09,515,evening
2014-09-10,864,midday
2014-09-10,715,midday
2014-09-10,521,evening
2014-09-10,054,evening
2014-09-11,768,midday
2014-09-11,857,evening
2014-09-12,845,evening
2014-09-12,902,midday
2014-09-13,344,midday
2014-09-13,266,evening
2014-09-14,430,midday
2014-09-14,277,evening
2014-09-15,931,midday
2014-09-15,506,evening
2014-09-16,143,midday
2014-09-16,497,evening
2014-09-16,541,midday
2014-09-16,582,evening
2014-09-17,712,midday
2014-09-17,601,evening
2014-09-18,137,midday
2014-09-18,293,evening
2014-09-18,912,evening
2014-09-18,595,midday
2014-09-19,903,midday
2014-09-19,201,evening
2014-09-20,120,midday
2014-09-20,791,evening
2014-09-21,348,midday
2014-09-21,018,evening
2014-09-22,137,midday
2014-09-22,293,evening
2014-09-23,960,midday
2014-09-23,247,evening
2014-09-24,203,midday
2014-09-24,193,evening
2014-09-25,102,midday
2014-09-25,512,evening
2014-09-26,722,evening
2014-09-26,305,midday
2014-09-27,586,midday
2014-09-27,981,evening
2014-09-28,979,midday
2014-09-28,242,evening
2014-09-29,685,midday
2014-09-29,016,evening
2014-09-30,582,evening
2014-09-30,541,midday
2014-10-01,098,midday
2014-10-01,162,evening
2014-10-02,802,midday
2014-10-02,306,evening
2014-10-03,558,midday
2014-10-03,739,evening
2014-10-04,999,evening
2014-10-04,144,midday
2014-10-05,795,evening
2014-10-05,362,midday
2014-10-06,976,evening
2014-10-06,792,midday
2014-10-07,624,evening
2014-10-07,714,midday
2014-10-08,138,midday
2014-10-08,372,evening
2014-10-09,978,midday
2014-10-09,019,evening
2014-10-10,737,evening
2014-10-10,020,midday
2014-10-11,203,midday
2014-10-11,960,evening
2014-10-12,067,midday
2014-10-12,449,evening
2014-10-13,514,evening
2014-10-13,642,midday
2014-10-14,725,evening
2014-10-14,846,midday
2014-10-15,629,midday
2014-10-15,698,evening
2014-10-16,646,midday
2014-10-16,786,evening
2014-10-17,392,midday
2014-10-17,891,evening
2014-10-18,075,midday
2014-10-18,327,evening
2014-10-19,320,midday
2014-10-19,473,evening
2014-10-19,737,evening
2014-10-19,020,midday
2014-10-20,737,midday
2014-10-20,880,evening
2014-10-20,626,midday
2014-10-20,203,evening
2014-10-21,338,midday
2014-10-21,196,evening
2014-10-22,253,evening
2014-10-22,870,midday
2014-10-23,568,midday
2014-10-23,053,evening
2014-10-24,942,evening
2014-10-24,781,midday
2014-10-25,983,evening
2014-10-25,132,midday
2014-10-26,677,evening
2014-10-26,466,midday
2014-10-27,860,evening
2014-10-27,251,midday
2014-10-28,126,evening
2014-10-28,098,midday
2014-10-28,162,evening
2014-10-28,479,midday
2014-10-29,880,midday
2014-10-29,156,evening
2014-10-29,098,midday
2014-10-29,162,evening
2014-10-30,162,evening
2014-10-30,098,midday
2014-10-30,553,midday
2014-10-30,180,evening
2014-10-30,433,midday
2014-10-31,030,midday
2014-10-31,433,evening
2014-11-01,945,midday
2014-11-01,575,evening
2014-11-02,703,evening
2014-11-02,657,midday
2014-11-02,328,evening
2014-11-02,652,midday
2014-11-03,625,evening
2014-11-03,295,midday
2014-11-04,457,evening
2014-11-04,592,midday
2014-11-04,750,evening
2014-11-04,024,midday
2014-11-04,188,evening
2014-11-04,300,midday
2014-11-05,920,midday
2014-11-05,738,midday
2014-11-05,513,evening
2014-11-06,689,evening
2014-11-06,920,midday
2014-11-06,514,midday
2014-11-06,767,evening
2014-11-07,462,evening
2014-11-07,819,midday
2014-11-08,670,midday
2014-11-08,642,evening
2014-11-09,011,evening
2014-11-09,496,midday
2014-11-10,938,midday
2014-11-10,215,evening
2014-11-11,545,evening
2014-11-11,938,midday
2014-11-11,215,evening
2014-11-11,222,midday
2014-11-12,004,evening
2014-11-12,285,midday
2014-11-13,750,evening
2014-11-13,024,midday
2014-11-14,908,midday
2014-11-14,543,evening
2014-11-15,250,evening
2014-11-15,501,midday
2014-11-16,946,midday
2014-11-16,004,evening
2014-11-17,300,midday
2014-11-17,188,evening
2014-11-18,484,evening
2014-11-18,080,midday
2014-11-19,785,evening
2014-11-19,620,midday
2014-11-20,528,midday
2014-11-20,579,evening
2014-11-21,420,evening
2014-11-21,211,midday
2014-11-22,769,evening
2014-11-22,474,midday
2014-11-23,458,midday
2014-11-23,804,evening
2014-11-24,687,midday
2014-11-24,762,evening
2014-11-24,908,evening
2014-11-24,750,midday
2014-11-25,661,evening
2014-11-25,203,midday
2014-11-26,221,midday
2014-11-26,945,midday
2014-11-26,801,evening
2014-11-26,575,evening
2014-11-27,945,midday
2014-11-27,686,midday
2014-11-27,002,evening
2014-11-27,575,evening
2014-11-28,945,midday
2014-11-28,657,midday
2014-11-28,703,evening
2014-11-28,575,evening
2014-11-29,575,evening
2014-11-29,945,midday
2014-11-29,995,evening
2014-11-29,116,midday
2014-11-30,608,evening
2014-11-30,540,midday
2014-11-30,945,midday
2014-11-30,575,evening
2014-12-01,689,evening
2014-12-01,920,midday
2014-12-02,280,midday
2014-12-02,671,evening
2014-12-03,026,midday
2014-12-03,004,midday
2014-12-03,415,evening
2014-12-03,869,evening
2014-12-04,415,midday
2014-12-04,509,evening
2014-12-04,509,midday
2014-12-04,203,evening
2014-12-05,810,midday
2014-12-05,610,evening
2014-12-06,367,evening
2014-12-06,090,midday
2014-12-07,229,midday
2014-12-07,178,evening
2014-12-08,396,midday
2014-12-08,511,evening
2014-12-09,041,midday
2014-12-09,168,evening
2014-12-10,812,midday
2014-12-10,030,evening
2014-12-11,969,midday
2014-12-11,105,evening
2014-12-12,313,evening
2014-12-12,175,midday
2014-12-13,661,evening
2014-12-13,322,midday
2014-12-14,599,midday
2014-12-14,892,evening
2014-12-15,368,evening
2014-12-15,245,midday
2014-12-16,891,midday
2014-12-16,069,evening
2014-12-17,368,midday
2014-12-17,810,evening
2014-12-18,273,midday
2014-12-18,871,evening
2014-12-19,554,midday
2014-12-19,742,evening
2014-12-20,745,midday
2014-12-20,790,evening
2014-12-21,545,midday
2014-12-21,770,evening
2014-12-22,605,evening
2014-12-22,632,midday
2014-12-23,981,midday
2014-12-23,493,evening
2014-12-24,478,midday
2014-12-24,684,evening
2014-12-25,631,midday
2014-12-25,366,evening
2014-12-26,869,midday
2014-12-26,707,evening
2014-12-26,919,midday
2014-12-26,334,evening
2014-12-27,860,evening
2014-12-27,525,midday
2014-12-28,555,midday
2014-12-28,003,evening
2014-12-29,869,evening
2014-12-29,026,midday
2014-12-30,707,midday
2014-12-30,887,evening
2014-12-30,105,evening
2014-12-30,969,midday
2014-12-30,920,midday
2014-12-30,689,evening
2014-12-31,305,midday
2014-12-31,853,evening
2015-01-01,900,evening
2015-01-01,250,midday
2015-01-02,710,evening
2015-01-02,939,midday
2015-01-03,080,evening
2015-01-03,230,midday
2015-01-04,549,evening
2015-01-04,051,midday
2015-01-05,239,evening
2015-01-05,485,midday
2015-01-06,712,evening
2015-01-06,396,midday
2015-01-07,665,evening
2015-01-07,671,midday
2015-01-08,515,midday
2015-01-08,330,evening
2015-01-09,324,midday
2015-01-09,909,evening
2015-01-10,575,evening
2015-01-10,106,midday
2015-01-10,592,evening
2015-01-10,484,midday
2015-01-11,552,midday
2015-01-11,816,evening
2015-01-12,982,evening
2015-01-12,322,midday
2015-01-13,189,midday
2015-01-13,148,evening
2015-01-14,939,evening
2015-01-14,350,midday
2015-01-15,911,midday
2015-01-15,773,evening
2015-01-16,946,evening
2015-01-16,145,midday
2015-01-17,917,evening
2015-01-17,154,midday
2015-01-18,462,evening
2015-01-18,755,midday
2015-01-19,370,midday
2015-01-19,189,evening
2015-01-20,107,midday
2015-01-20,137,evening
2015-01-21,010,midday
2015-01-21,484,evening
2015-01-22,721,evening
2015-01-22,575,midday
2015-01-23,872,evening
2015-01-23,414,midday
2015-01-24,963,evening
2015-01-24,953,midday
2015-01-25,254,evening
2015-01-25,135,midday
2015-01-26,602,midday
2015-01-26,460,evening
2015-01-27,738,evening
2015-01-27,640,midday
2015-01-28,572,evening
2015-01-28,870,midday
2015-01-28,250,midday
2015-01-28,900,evening
2015-01-29,900,evening
2015-01-29,250,midday
2015-01-29,826,midday
2015-01-29,916,evening
2015-01-30,250,midday
2015-01-30,241,midday
2015-01-30,900,evening
2015-01-30,901,evening
2015-01-31,388,evening
2015-01-31,900,evening
2015-01-31,250,midday
2015-01-31,854,midday
2015-02-01,147,midday
2015-02-01,076,evening
2015-02-02,409,midday
2015-02-02,131,evening
2015-02-03,887,midday
2015-02-03,405,evening
2015-02-04,264,evening
2015-02-04,120,midday
2015-02-05,514,midday
2015-02-05,688,evening
2015-02-06,778,midday
2015-02-06,802,evening
2015-02-07,477,midday
2015-02-07,065,evening
2015-02-08,388,midday
2015-02-08,350,evening
2015-02-08,919,midday
2015-02-08,257,evening
2015-02-09,489,midday
2015-02-09,701,evening
2015-02-10,338,midday
2015-02-10,276,evening
2015-02-11,008,midday
2015-02-11,388,evening
2015-02-11,772,evening
2015-02-11,563,midday
2015-02-12,350,midday
2015-02-12,610,evening
2015-02-13,296,midday
2015-02-13,698,evening
2015-02-14,963,evening
2015-02-14,904,evening
2015-02-14,025,midday
2015-02-14,234,midday
2015-02-15,231,midday
2015-02-15,808,evening
2015-02-16,317,midday
2015-02-16,714,evening
2015-02-17,404,midday
2015-02-17,202,evening
2015-02-18,011,evening
2015-02-18,417,midday
2015-02-19,563,midday
2015-02-19,772,evening
2015-02-20,147,midday
2015-02-20,121,evening
2015-02-21,618,evening
2015-02-21,429,midday
2015-02-22,755,evening
2015-02-22,987,midday
2015-02-23,315,midday
2015-02-23,995,evening
2015-02-24,044,midday
2015-02-24,538,evening
2015-02-25,782,midday
2015-02-25,710,evening
2015-02-25,904,midday
2015-02-25,231,evening
2015-02-26,014,midday
2015-02-26,234,evening
2015-02-27,368,evening
2015-02-27,963,midday
2015-02-28,263,midday
2015-02-28,032,evening
2015-03-01,597,midday
2015-03-01,461,evening
2015-03-02,761,midday
2015-03-02,967,evening
2015-03-03,712,midday
2015-03-03,949,evening
2015-03-04,743,midday
2015-03-04,410,evening
2015-03-05,957,midday
2015-03-05,918,evening
2015-03-06,917,evening
2015-03-06,898,midday
2015-03-07,332,midday
2015-03-07,933,evening
2015-03-08,269,midday
2015-03-08,141,evening
2015-03-09,755,midday
2015-03-09,321,evening
2015-03-10,835,evening
2015-03-10,185,midday
2015-03-10,842,evening
2015-03-10,934,midday
2015-03-11,344,midday
2015-03-11,010,evening
2015-03-12,835,evening
2015-03-12,934,midday
2015-03-13,382,midday
2015-03-13,889,evening
2015-03-14,478,midday
2015-03-14,878,evening
2015-03-15,587,midday
2015-03-15,057,evening
2015-03-16,129,midday
2015-03-16,084,evening
2015-03-17,069,midday
2015-03-17,070,evening
2015-03-18,456,midday
2015-03-18,705,evening
2015-03-19,842,evening
2015-03-19,671,midday
2015-03-20,051,midday
2015-03-20,955,evening
2015-03-21,520,midday
2015-03-21,632,evening
2015-03-22,151,midday
2015-03-22,842,evening
2015-03-23,830,midday
2015-03-23,658,evening
2015-03-24,889,evening
2015-03-24,054,midday
2015-03-25,388,evening
2015-03-25,664,midday
2015-03-26,360,midday
2015-03-26,693,evening
2015-03-27,468,midday
2015-03-27,058,evening
2015-03-28,495,midday
2015-03-28,189,evening
2015-03-29,308,midday
2015-03-29,241,evening
2015-03-30,376,midday
2015-03-30,866,evening
2015-03-31,596,evening
2015-03-31,403,midday
2015-04-01,196,evening
2015-04-01,011,midday
2015-04-01,514,midday
2015-04-01,733,evening
2015-04-02,293,midday
2015-04-02,991,evening
2015-04-03,632,midday
2015-04-03,681,evening
2015-04-04,569,midday
2015-04-04,408,evening
2015-04-05,093,midday
2015-04-05,234,evening
2015-04-06,023,evening
2015-04-06,919,midday
2015-04-07,781,midday
2015-04-07,872,evening
2015-04-08,807,midday
2015-04-08,563,evening
2015-04-09,995,evening
2015-04-09,811,midday
2015-04-10,153,evening
2015-04-10,475,midday
2015-04-11,196,midday
2015-04-11,012,evening
2015-04-11,196,midday
2015-04-11,075,evening
2015-04-12,544,evening
2015-04-12,080,midday
2015-04-12,544,evening
2015-04-12,080,midday
2015-04-13,761,evening
2015-04-13,238,midday
2015-04-13,385,evening
2015-04-13,964,midday
2015-04-14,773,midday
2015-04-14,924,evening
2015-04-15,585,midday
2015-04-15,190,evening
2015-04-16,874,midday
2015-04-16,481,evening
2015-04-17,770,evening
2015-04-17,972,midday
2015-04-18,013,evening
2015-04-18,815,midday
2015-04-19,964,midday
2015-04-19,761,evening
2015-04-20,044,midday
2015-04-20,384,evening
2015-04-21,304,evening
2015-04-21,708,midday
2015-04-22,611,evening
2015-04-22,342,midday
2015-04-23,643,midday
2015-04-23,872,evening
2015-04-23,781,midday
2015-04-23,916,evening
2015-04-24,280,evening
2015-04-24,836,midday
2015-04-25,055,midday
2015-04-25,544,evening
2015-04-26,514,midday
2015-04-26,971,evening
2015-04-27,001,midday
2015-04-27,011,evening
2015-04-28,075,evening
2015-04-28,196,midday
2015-04-29,598,evening
2015-04-29,814,midday
2015-04-29,733,evening
2015-04-29,514,midday
2015-04-30,514,midday
2015-04-30,733,evening
2015-04-30,105,midday
2015-04-30,380,evening
2015-05-01,846,evening
2015-05-01,193,midday
2015-05-02,464,evening
2015-05-02,635,midday
2015-05-03,858,evening
2015-05-03,869,midday
2015-05-04,420,evening
2015-05-04,755,midday
2015-05-05,591,evening
2015-05-05,939,midday
2015-05-05,655,midday
2015-05-06,655,midday
2015-05-06,166,evening
2015-05-06,041,midday
2015-05-06,159,evening
2015-05-07,889,midday
2015-05-07,564,evening
2015-05-08,564,evening
2015-05-08,231,midday
2015-05-09,519,evening
2015-05-09,091,midday
2015-05-10,780,evening
2015-05-10,064,midday
2015-05-11,515,midday
2015-05-11,789,evening
2015-05-12,052,midday
2015-05-12,323,evening
2015-05-13,218,midday
2015-05-13,074,evening
2015-05-14,696,evening
2015-05-14,470,midday
2015-05-15,571,evening
2015-05-15,084,midday
2015-05-16,283,evening
2015-05-16,181,midday
2015-05-17,909,midday
2015-05-17,371,evening
2015-05-18,836,midday
2015-05-18,667,evening
2015-05-19,041,midday
2015-05-19,330,evening
2015-05-20,505,evening
2015-05-20,760,midday
2015-05-21,272,midday
2015-05-21,466,evening
2015-05-22,947,midday
2015-05-22,445,evening
2015-05-23,396,evening
2015-05-23,101,midday
2015-05-24,418,evening
2015-05-24,908,midday
2015-05-25,501,midday
2015-05-25,282,evening
2015-05-26,426,midday
2015-05-26,205,midday
2015-05-26,888,evening
2015-05-26,846,evening
2015-05-26,193,midday
2015-05-26,596,evening
2015-05-27,026,evening
2015-05-27,454,midday
2015-05-27,193,midday
2015-05-27,846,evening
2015-05-28,846,evening
2015-05-28,205,midday
2015-05-28,888,evening
2015-05-28,193,midday
2015-05-29,846,evening
2015-05-29,193,midday
2015-05-29,887,midday
2015-05-29,801,evening
2015-05-30,193,midday
2015-05-30,846,evening
2015-05-30,542,evening
2015-05-30,972,midday
2015-05-31,554,evening
2015-05-31,586,midday
2015-06-01,655,midday
2015-06-01,166,evening
2015-06-02,083,midday
2015-06-02,113,evening
2015-06-03,173,midday
2015-06-03,770,evening
2015-06-04,837,midday
2015-06-04,669,evening
2015-06-05,304,evening
2015-06-05,175,midday
2015-06-06,601,midday
2015-06-06,325,evening
2015-06-07,360,midday
2015-06-07,927,evening
2015-06-08,390,evening
2015-06-08,322,midday
2015-06-09,214,midday
2015-06-09,737,evening
2015-06-10,082,midday
2015-06-10,737,evening
