draw_date,numbers,draw_time
2014-03-19,147,midday
2014-03-19,796,evening
2014-03-20,238,evening
2014-03-20,184,midday
2014-03-21,186,evening
2014-03-21,237,midday
2014-03-22,272,evening
2014-03-22,378,midday
2014-03-23,851,midday
2014-03-23,421,evening
2014-03-23,897,evening
2014-03-23,911,midday
2014-03-24,521,evening
2014-03-24,467,midday
2014-03-24,851,midday
2014-03-24,421,evening
2014-03-25,421,evening
2014-03-25,851,midday
2014-03-25,736,midday
2014-03-25,666,evening
2014-03-26,421,evening
2014-03-26,851,midday
2014-03-26,215,midday
2014-03-26,080,evening
2014-03-27,421,evening
2014-03-27,851,midday
2014-03-27,698,midday
2014-03-27,933,evening
2014-03-28,674,evening
2014-03-28,851,midday
2014-03-28,421,evening
2014-03-28,838,midday
2014-03-29,530,midday
2014-03-29,331,evening
2014-03-30,556,midday
2014-03-30,083,evening
2014-03-31,055,midday
2014-03-31,329,evening
2014-04-01,138,midday
2014-04-01,762,evening
2014-04-02,945,evening
2014-04-02,656,midday
2014-04-03,783,evening
2014-04-03,023,midday
2014-04-04,801,midday
2014-04-04,568,evening
2014-04-05,427,midday
2014-04-05,576,evening
2014-04-06,870,midday
2014-04-06,510,evening
2014-04-07,592,midday
2014-04-07,807,evening
2014-04-08,938,midday
2014-04-08,614,evening
2014-04-09,931,midday
2014-04-09,059,evening
2014-04-10,611,evening
2014-04-10,891,midday
2014-04-11,965,evening
2014-04-11,639,midday
2014-04-12,063,evening
2014-04-12,725,midday
2014-04-13,485,midday
2014-04-13,587,evening
2014-04-14,092,midday
2014-04-14,804,evening
2014-04-15,332,midday
2014-04-15,232,evening
2014-04-16,956,midday
2014-04-16,982,evening
2014-04-17,841,midday
2014-04-17,447,evening
2014-04-18,112,evening
2014-04-18,135,midday
2014-04-19,184,midday
2014-04-19,596,evening
2014-04-20,093,evening
2014-04-20,543,midday
2014-04-21,286,midday
2014-04-21,052,evening
2014-04-22,330,evening
2014-04-22,529,midday
2014-04-23,661,midday
2014-04-23,976,evening
2014-04-23,783,midday
2014-04-23,801,evening
2014-04-24,356,midday
2014-04-24,546,evening
2014-04-25,758,midday
2014-04-25,609,evening
2014-04-26,951,midday
2014-04-26,596,evening
2014-04-27,864,midday
2014-04-27,254,evening
2014-04-28,227,midday
2014-04-28,041,evening
2014-04-29,435,evening
2014-04-29,598,midday
2014-04-30,507,evening
2014-04-30,231,midday
2014-04-30,762,evening
2014-04-30,138,midday
2014-05-01,447,midday
2014-05-01,569,evening
2014-05-02,918,midday
2014-05-02,657,evening
2014-05-03,200,evening
2014-05-03,049,midday
2014-05-04,588,evening
2014-05-04,047,midday
2014-05-05,934,evening
2014-05-05,448,midday
2014-05-06,304,evening
2014-05-06,505,midday
2014-05-07,633,midday
2014-05-07,009,evening
2014-05-08,996,evening
2014-05-08,611,midday
2014-05-09,611,midday
2014-05-09,814,evening
2014-05-09,904,midday
2014-05-09,996,evening
2014-05-10,894,midday
2014-05-10,984,evening
2014-05-11,155,evening
2014-05-11,479,midday
2014-05-12,020,evening
2014-05-12,972,midday
2014-05-13,666,midday
2014-05-13,543,evening
2014-05-14,311,midday
2014-05-14,214,evening
2014-05-15,665,midday
2014-05-15,912,evening
2014-05-16,526,evening
2014-05-16,242,midday
2014-05-17,079,evening
2014-05-17,376,midday
2014-05-18,707,midday
2014-05-18,781,evening
2014-05-19,108,midday
2014-05-19,056,evening
2014-05-20,397,midday
2014-05-20,543,evening
2014-05-20,666,midday
2014-05-20,885,evening
2014-05-21,779,evening
2014-05-21,392,midday
2014-05-22,931,midday
2014-05-22,683,evening
2014-05-23,485,evening
2014-05-23,898,midday
2014-05-24,124,evening
2014-05-24,749,midday
2014-05-25,130,midday
2014-05-25,440,evening
2014-05-26,838,midday
2014-05-26,823,evening
2014-05-27,447,midday
2014-05-27,569,evening
2014-05-27,927,evening
2014-05-27,659,midday
2014-05-28,447,midday
2014-05-28,569,evening
2014-05-28,626,evening
2014-05-28,816,midday
2014-05-29,530,evening
2014-05-29,569,evening
2014-05-29,447,midday
2014-05-29,423,midday
2014-05-30,562,midday
2014-05-30,477,evening
2014-05-30,447,midday
2014-05-30,569,evening
2014-05-31,405,midday
2014-05-31,945,evening
2014-06-01,934,midday
2014-06-01,358,evening
2014-06-02,717,midday
2014-06-02,817,evening
2014-06-03,853,midday
2014-06-03,571,evening
2014-06-04,974,midday
2014-06-04,932,evening
2014-06-04,465,midday
2014-06-04,805,evening
2014-06-05,004,evening
2014-06-05,107,midday
2014-06-05,933,midday
2014-06-06,974,midday
2014-06-06,932,evening
2014-06-07,629,evening
2014-06-07,511,midday
2014-06-08,940,evening
2014-06-08,048,midday
2014-06-08,884,evening
2014-06-08,807,midday
2014-06-09,881,midday
2014-06-09,265,evening
2014-06-10,272,midday
2014-06-10,250,evening
2014-06-11,008,evening
2014-06-11,996,midday
2014-06-12,807,midday
2014-06-12,940,evening
2014-06-13,134,midday
2014-06-13,552,evening
2014-06-14,840,midday
2014-06-14,899,evening
2014-06-14,767,evening
2014-06-14,376,midday
2014-06-15,158,evening
2014-06-15,292,midday
2014-06-16,216,midday
2014-06-16,309,evening
2014-06-17,475,midday
2014-06-17,939,evening
2014-06-18,014,midday
2014-06-18,840,evening
2014-06-19,899,midday
2014-06-19,450,evening
2014-06-20,488,evening
2014-06-20,747,midday
2014-06-21,881,midday
2014-06-21,345,evening
2014-06-22,437,midday
2014-06-22,030,evening
2014-06-23,371,midday
2014-06-23,866,evening
2014-06-24,844,midday
2014-06-24,195,evening
2014-06-25,906,midday
2014-06-25,580,evening
2014-06-26,812,evening
2014-06-26,135,midday
2014-06-27,202,midday
2014-06-27,921,evening
2014-06-28,719,midday
2014-06-28,869,evening
2014-06-29,764,midday
2014-06-29,391,evening
2014-06-30,866,evening
2014-06-30,176,midday
2014-06-30,311,evening
2014-06-30,371,midday
2014-07-01,272,evening
2014-07-01,933,midday
2014-07-02,299,evening
2014-07-02,230,midday
2014-07-03,876,midday
2014-07-03,835,evening
2014-07-04,027,midday
2014-07-04,640,evening
2014-07-05,631,midday
2014-07-05,277,evening
2014-07-06,693,evening
2014-07-06,419,midday
2014-07-07,521,evening
2014-07-07,332,midday
2014-07-08,339,midday
2014-07-08,160,evening
2014-07-09,362,evening
2014-07-09,641,midday
2014-07-10,976,midday
2014-07-10,999,evening
2014-07-11,315,evening
2014-07-11,670,midday
2014-07-12,169,evening
2014-07-12,609,midday
2014-07-13,845,midday
2014-07-13,514,evening
2014-07-14,490,evening
2014-07-14,784,midday
2014-07-15,049,evening
2014-07-15,909,midday
2014-07-16,025,evening
2014-07-16,653,midday
2014-07-17,259,evening
2014-07-17,823,midday
2014-07-18,839,midday
2014-07-18,680,evening
2014-07-19,530,midday
2014-07-19,969,evening
2014-07-20,942,midday
2014-07-20,365,evening
2014-07-21,592,evening
2014-07-21,075,midday
2014-07-22,909,evening
2014-07-22,302,midday
2014-07-23,356,midday
2014-07-23,278,evening
2014-07-24,509,evening
2014-07-24,607,midday
2014-07-25,836,midday
2014-07-25,823,midday
2014-07-25,361,evening
2014-07-25,259,evening
2014-07-26,215,midday
2014-07-26,563,evening
2014-07-27,368,midday
2014-07-27,631,evening
2014-07-27,640,midday
2014-07-27,941,evening
2014-07-28,993,midday
2014-07-28,429,evening
2014-07-29,933,midday
2014-07-29,272,evening
2014-07-29,253,midday
2014-07-29,151,evening
2014-07-30,933,midday
2014-07-30,272,evening
2014-07-30,480,midday
2014-07-30,560,evening
2014-07-31,522,evening
2014-07-31,633,midday
2014-08-01,518,evening
2014-08-01,618,midday
2014-08-02,310,evening
2014-08-02,877,midday
2014-08-03,225,evening
2014-08-03,605,midday
2014-08-04,142,midday
2014-08-04,188,evening
2014-08-05,759,evening
2014-08-05,219,midday
2014-08-05,084,midday
2014-08-06,802,midday
2014-08-06,421,evening
2014-08-06,689,midday
2014-08-06,084,midday
2014-08-06,350,evening
2014-08-06,881,evening
2014-08-07,006,evening
2014-08-07,719,midday
2014-08-08,802,midday
2014-08-08,421,evening
2014-08-09,860,midday
2014-08-09,810,evening
2014-08-10,941,midday
2014-08-10,121,evening
2014-08-11,229,midday
2014-08-11,537,evening
2014-08-12,584,midday
2014-08-12,593,evening
2014-08-13,631,evening
2014-08-13,243,midday
2014-08-14,472,midday
2014-08-14,788,evening
2014-08-15,641,midday
2014-08-15,412,evening
2014-08-16,926,midday
2014-08-16,021,evening
2014-08-17,319,evening
2014-08-17,584,midday
2014-08-18,548,evening
2014-08-18,147,midday
2014-08-19,781,evening
2014-08-19,586,midday
2014-08-20,526,evening
2014-08-20,569,midday
2014-08-21,319,evening
2014-08-21,822,evening
2014-08-21,584,midday
2014-08-21,540,midday
2014-08-22,739,midday
2014-08-22,124,evening
2014-08-23,364,midday
2014-08-23,610,evening
2014-08-24,494,midday
2014-08-24,051,evening
2014-08-25,576,midday
2014-08-25,694,evening
2014-08-26,990,midday
2014-08-26,384,evening
2014-08-27,181,midday
2014-08-27,661,evening
2014-08-27,518,evening
2014-08-27,618,midday
2014-08-28,630,evening
2014-08-28,197,midday
2014-08-28,518,evening
2014-08-28,618,midday
2014-08-29,618,midday
2014-08-29,518,evening
2014-08-29,571,midday
2014-08-29,064,evening
2014-08-30,618,midday
2014-08-30,518,evening
2014-08-30,469,midday
2014-08-30,802,evening
2014-08-31,618,midday
2014-08-31,032,midday
2014-08-31,518,evening
2014-08-31,348,evening
2014-09-01,084,midday
2014-09-01,350,evening
2014-09-02,173,midday
2014-09-02,834,evening
2014-09-03,871,midday
2014-09-03,056,evening
2014-09-04,910,midday
2014-09-04,939,evening
2014-09-05,673,midday
2014-09-05,739,evening
2014-09-06,780,midday
2014-09-06,701,evening
2014-09-07,188,evening
2014-09-07,637,midday
2014-09-08,222,midday
2014-09-08,404,evening
2014-09-09,444,midday
2014-09-09,186,evening
2014-09-10,946,midday
2014-09-10,754,evening
2014-09-11,535,midday
2014-09-11,651,evening
2014-09-12,833,midday
2014-09-12,285,evening
2014-09-13,580,midday
2014-09-13,839,evening
2014-09-14,367,midday
2014-09-14,500,evening
2014-09-15,443,evening
2014-09-15,691,midday
2014-09-16,486,midday
2014-09-16,509,evening
2014-09-17,053,midday
2014-09-17,667,evening
2014-09-18,812,midday
2014-09-18,890,evening
2014-09-19,240,midday
2014-09-19,039,evening
2014-09-20,034,midday
2014-09-20,152,evening
2014-09-21,876,midday
2014-09-21,454,evening
2014-09-22,158,evening
2014-09-22,914,midday
2014-09-23,374,evening
2014-09-23,854,midday
2014-09-24,983,midday
2014-09-24,101,evening
2014-09-25,589,midday
2014-09-25,970,evening
2014-09-26,063,midday
2014-09-26,449,evening
2014-09-27,588,midday
2014-09-27,422,evening
2014-09-28,500,midday
2014-09-28,275,evening
2014-09-29,803,midday
2014-09-29,342,evening
2014-09-30,664,midday
2014-09-30,561,evening
2014-10-01,740,midday
2014-10-01,018,evening
2014-10-02,572,evening
2014-10-02,195,midday
2014-10-03,239,evening
2014-10-03,485,midday
2014-10-04,860,midday
2014-10-04,297,evening
2014-10-05,952,evening
2014-10-05,745,midday
2014-10-05,103,midday
2014-10-05,220,evening
2014-10-06,865,midday
2014-10-06,690,evening
2014-10-07,785,midday
2014-10-07,677,evening
2014-10-08,046,evening
2014-10-08,538,midday
2014-10-09,120,midday
2014-10-09,649,evening
2014-10-10,641,midday
2014-10-10,418,evening
2014-10-11,142,midday
2014-10-11,762,evening
2014-10-12,284,midday
2014-10-12,521,evening
2014-10-13,098,midday
2014-10-13,828,evening
2014-10-13,909,midday
2014-10-13,916,evening
2014-10-14,096,midday
2014-10-14,630,evening
2014-10-15,661,midday
2014-10-15,272,evening
2014-10-16,774,midday
2014-10-16,593,evening
2014-10-17,656,evening
2014-10-17,842,midday
2014-10-18,909,evening
2014-10-18,013,midday
2014-10-18,195,midday
2014-10-18,572,evening
2014-10-19,877,evening
2014-10-19,916,midday
2014-10-20,570,evening
2014-10-20,187,midday
2014-10-21,442,evening
2014-10-21,425,midday
2014-10-22,704,midday
2014-10-22,896,evening
2014-10-23,805,midday
2014-10-23,005,evening
2014-10-24,745,midday
2014-10-24,952,evening
2014-10-25,499,evening
2014-10-25,641,midday
2014-10-26,660,evening
2014-10-26,778,midday
2014-10-27,565,midday
2014-10-27,300,evening
2014-10-28,018,evening
2014-10-28,515,midday
2014-10-28,531,evening
2014-10-28,740,midday
2014-10-29,421,midday
2014-10-29,740,midday
2014-10-29,018,evening
2014-10-29,737,evening
2014-10-30,583,evening
2014-10-30,321,midday
2014-10-30,740,midday
2014-10-30,018,evening
2014-10-31,225,midday
2014-10-31,581,evening
2014-11-01,782,evening
2014-11-01,142,midday
2014-11-02,622,evening
2014-11-02,910,midday
2014-11-02,537,midday
2014-11-03,087,midday
2014-11-03,913,evening
2014-11-04,237,evening
2014-11-04,780,midday
2014-11-05,591,midday
2014-11-05,156,midday
2014-11-05,357,evening
2014-11-06,156,midday
2014-11-06,924,evening
2014-11-06,418,midday
2014-11-06,309,evening
2014-11-07,184,midday
2014-11-07,222,evening
2014-11-08,438,midday
2014-11-08,105,evening
2014-11-09,155,midday
2014-11-09,902,evening
2014-11-10,580,midday
2014-11-10,016,evening
2014-11-11,980,evening
2014-11-11,329,midday
2014-11-12,503,evening
2014-11-12,209,midday
2014-11-13,412,midday
2014-11-13,510,evening
2014-11-14,844,midday
2014-11-14,341,evening
2014-11-15,715,evening
2014-11-15,680,midday
2014-11-16,122,midday
2014-11-16,329,midday
2014-11-16,630,evening
2014-11-16,980,evening
2014-11-17,515,evening
2014-11-17,974,midday
2014-11-18,546,midday
2014-11-18,722,evening
2014-11-19,284,evening
2014-11-19,674,midday
2014-11-20,619,midday
2014-11-20,762,evening
2014-11-21,051,midday
2014-11-21,090,evening
2014-11-22,816,midday
2014-11-22,872,evening
2014-11-23,483,evening
2014-11-23,395,midday
2014-11-24,741,evening
2014-11-24,365,midday
2014-11-25,879,evening
2014-11-25,120,midday
2014-11-26,225,evening
2014-11-26,782,evening
2014-11-26,853,midday
2014-11-26,142,midday
2014-11-27,967,midday
2014-11-27,519,evening
2014-11-27,142,midday
2014-11-27,782,evening
2014-11-28,142,midday
2014-11-28,782,evening
2014-11-28,603,midday
2014-11-28,935,evening
2014-11-29,142,midday
2014-11-29,782,evening
2014-11-29,220,midday
2014-11-29,192,evening
2014-11-30,142,midday
2014-11-30,002,midday
2014-11-30,782,evening
2014-11-30,537,evening
2014-12-01,924,evening
2014-12-01,156,midday
2014-12-02,341,evening
2014-12-02,247,midday
2014-12-03,278,midday
2014-12-03,315,evening
2014-12-04,146,midday
2014-12-04,563,evening
2014-12-05,044,midday
2014-12-05,319,evening
2014-12-06,670,midday
2014-12-06,527,evening
2014-12-07,637,evening
2014-12-07,242,midday
2014-12-08,353,midday
2014-12-08,702,evening
2014-12-09,539,midday
2014-12-09,155,evening
2014-12-10,908,midday
2014-12-10,906,evening
2014-12-11,818,midday
2014-12-11,097,evening
2014-12-12,617,midday
2014-12-12,736,evening
2014-12-13,999,evening
2014-12-13,289,midday
2014-12-14,758,midday
2014-12-14,198,evening
2014-12-15,954,midday
2014-12-15,250,evening
2014-12-16,706,midday
2014-12-16,936,evening
2014-12-17,232,midday
2014-12-17,624,evening
2014-12-18,581,midday
2014-12-18,373,evening
2014-12-19,118,midday
2014-12-19,129,evening
2014-12-20,266,evening
2014-12-20,648,midday
2014-12-21,911,evening
2014-12-21,567,midday
2014-12-22,422,evening
2014-12-22,124,midday
2014-12-23,606,midday
2014-12-23,951,evening
2014-12-24,518,evening
2014-12-24,186,midday
2014-12-25,926,midday
2014-12-25,900,evening
2014-12-26,324,midday
2014-12-26,589,evening
2014-12-27,723,midday
2014-12-27,421,evening
2014-12-28,885,midday
2014-12-28,357,evening
2014-12-29,950,midday
2014-12-29,930,evening
2014-12-30,156,midday
2014-12-30,924,evening
2014-12-30,657,midday
2014-12-30,429,evening
2014-12-31,927,evening
2014-12-31,717,midday
2015-01-01,359,evening
2015-01-01,143,midday
2015-01-02,129,midday
2015-01-02,111,evening
2015-01-03,355,evening
2015-01-03,040,midday
2015-01-04,403,evening
2015-01-04,429,midday
2015-01-05,809,evening
2015-01-05,301,midday
2015-01-05,574,evening
2015-01-05,806,midday
2015-01-06,872,evening
2015-01-06,225,midday
2015-01-07,729,midday
2015-01-07,858,evening
2015-01-08,046,evening
2015-01-08,542,midday
2015-01-09,251,evening
2015-01-09,069,midday
2015-01-10,686,evening
2015-01-10,259,midday
2015-01-11,818,midday
2015-01-11,394,evening
2015-01-12,467,midday
2015-01-12,151,evening
2015-01-13,370,midday
2015-01-13,915,evening
2015-01-14,448,midday
2015-01-14,691,evening
2015-01-15,132,midday
2015-01-15,054,evening
2015-01-16,579,midday
2015-01-16,953,evening
2015-01-17,179,midday
2015-01-17,595,evening
2015-01-18,426,midday
2015-01-18,096,evening
2015-01-19,281,midday
2015-01-19,383,evening
2015-01-20,479,evening
2015-01-20,531,midday
2015-01-21,076,evening
2015-01-21,253,midday
2015-01-22,426,midday
2015-01-22,583,evening
2015-01-23,865,midday
2015-01-23,722,evening
2015-01-24,497,midday
2015-01-24,168,evening
2015-01-25,679,midday
2015-01-25,944,evening
2015-01-26,256,midday
2015-01-26,458,evening
2015-01-27,938,evening
2015-01-27,719,midday
2015-01-28,691,midday
2015-01-28,141,evening
2015-01-28,359,evening
2015-01-28,143,midday
2015-01-29,359,evening
2015-01-29,447,midday
2015-01-29,991,evening
2015-01-29,143,midday
2015-01-30,143,midday
2015-01-30,359,evening
2015-01-30,442,midday
2015-01-30,253,evening
2015-01-31,359,evening
2015-01-31,005,midday
2015-01-31,301,evening
2015-01-31,143,midday
2015-02-01,659,evening
2015-02-01,574,midday
2015-02-02,272,evening
2015-02-02,347,midday
2015-02-02,400,evening
2015-02-02,245,midday
2015-02-03,809,midday
2015-02-03,809,evening
2015-02-04,519,midday
2015-02-04,032,evening
2015-02-05,260,midday
2015-02-05,030,evening
2015-02-06,527,evening
2015-02-06,450,midday
2015-02-07,909,evening
2015-02-07,035,midday
2015-02-08,909,midday
2015-02-08,348,evening
2015-02-09,364,midday
2015-02-09,769,evening
2015-02-10,341,midday
2015-02-10,854,evening
2015-02-11,812,midday
2015-02-11,139,evening
2015-02-12,318,evening
2015-02-12,139,midday
2015-02-13,255,midday
2015-02-13,002,evening
2015-02-14,347,midday
2015-02-14,272,evening
2015-02-15,761,evening
2015-02-15,397,midday
2015-02-16,305,midday
2015-02-16,820,evening
2015-02-17,812,midday
2015-02-17,836,evening
2015-02-18,385,midday
2015-02-18,405,evening
2015-02-19,193,midday
2015-02-19,517,evening
2015-02-20,897,evening
2015-02-20,891,midday
2015-02-21,612,midday
2015-02-21,676,evening
2015-02-22,772,midday
2015-02-22,955,evening
2015-02-23,105,midday
2015-02-23,757,evening
2015-02-24,636,evening
2015-02-24,390,midday
2015-02-25,213,evening
2015-02-25,976,midday
2015-02-26,497,midday
2015-02-26,305,evening
2015-02-27,702,midday
2015-02-27,297,evening
2015-02-28,134,midday
2015-02-28,504,evening
2015-03-01,029,midday
2015-03-01,651,evening
2015-03-02,449,evening
2015-03-02,294,midday
2015-03-03,055,midday
2015-03-03,463,evening
2015-03-04,310,midday
2015-03-04,287,evening
2015-03-05,596,midday
2015-03-05,944,evening
2015-03-06,330,midday
2015-03-06,946,evening
2015-03-07,473,midday
2015-03-07,847,evening
2015-03-08,375,evening
2015-03-08,036,midday
2015-03-09,941,evening
2015-03-09,960,midday
2015-03-10,323,midday
2015-03-10,023,evening
2015-03-11,856,midday
2015-03-11,632,evening
2015-03-12,985,midday
2015-03-12,424,evening
2015-03-13,608,midday
2015-03-13,988,evening
2015-03-14,538,evening
2015-03-14,720,midday
2015-03-15,349,midday
2015-03-15,015,midday
2015-03-15,349,evening
2015-03-15,878,evening
2015-03-16,132,evening
2015-03-16,878,midday
2015-03-17,934,evening
2015-03-17,606,midday
2015-03-18,501,midday
2015-03-18,757,evening
2015-03-19,136,midday
2015-03-19,173,evening
2015-03-20,424,midday
2015-03-20,691,evening
2015-03-21,309,midday
2015-03-21,389,evening
2015-03-22,074,evening
2015-03-22,151,midday
2015-03-23,287,evening
2015-03-23,784,midday
2015-03-23,632,evening
2015-03-23,856,midday
2015-03-24,980,midday
2015-03-24,501,evening
2015-03-25,292,midday
2015-03-25,480,evening
2015-03-26,105,midday
2015-03-26,891,evening
2015-03-27,051,midday
2015-03-27,251,evening
2015-03-28,238,midday
2015-03-28,746,evening
2015-03-29,701,evening
2015-03-29,846,midday
2015-03-29,651,midday
2015-03-29,294,evening
2015-03-30,491,midday
2015-03-30,241,evening
2015-03-31,475,midday
2015-03-31,695,evening
2015-04-01,340,midday
2015-04-01,073,evening
2015-04-02,268,midday
2015-04-02,601,evening
2015-04-03,363,evening
2015-04-03,309,midday
2015-04-03,523,evening
2015-04-03,335,midday
2015-04-04,756,evening
2015-04-04,867,midday
2015-04-05,579,midday
2015-04-05,737,evening
2015-04-06,753,midday
2015-04-06,548,evening
2015-04-07,121,midday
2015-04-07,142,evening
2015-04-08,937,midday
2015-04-08,380,evening
2015-04-09,593,evening
2015-04-09,035,midday
2015-04-10,077,midday
2015-04-10,907,evening
2015-04-11,611,evening
2015-04-11,676,midday
2015-04-12,116,evening
2015-04-12,762,midday
2015-04-13,235,midday
2015-04-13,724,evening
2015-04-14,983,midday
2015-04-14,639,evening
2015-04-15,846,evening
2015-04-15,112,midday
2015-04-16,063,evening
2015-04-16,505,midday
2015-04-17,145,midday
2015-04-17,334,evening
2015-04-18,003,midday
2015-04-18,309,evening
2015-04-19,730,evening
2015-04-19,363,midday
2015-04-20,504,evening
2015-04-20,885,midday
2015-04-21,138,evening
2015-04-21,600,midday
2015-04-22,196,midday
2015-04-22,537,evening
2015-04-23,921,midday
2015-04-23,296,evening
2015-04-24,316,midday
2015-04-24,624,evening
2015-04-25,902,midday
2015-04-25,481,evening
2015-04-26,521,midday
2015-04-26,814,evening
2015-04-27,941,midday
2015-04-27,590,evening
2015-04-28,215,midday
2015-04-28,000,evening
2015-04-29,139,midday
2015-04-29,715,evening
2015-04-29,340,midday
2015-04-29,073,evening
2015-04-30,340,midday
2015-04-30,673,midday
2015-04-30,999,evening
2015-04-30,073,evening
2015-05-01,141,evening
2015-05-01,916,evening
2015-05-01,792,midday
2015-05-01,603,midday
2015-05-02,734,evening
2015-05-02,261,midday
2015-05-03,980,evening
2015-05-03,701,midday
2015-05-04,011,midday
2015-05-04,455,evening
2015-05-05,956,midday
2015-05-05,813,midday
2015-05-05,617,evening
2015-05-06,771,midday
2015-05-06,112,evening
2015-05-06,597,evening
2015-05-06,813,midday
2015-05-07,368,evening
2015-05-07,412,midday
2015-05-08,253,midday
2015-05-08,086,evening
2015-05-09,668,evening
2015-05-09,200,midday
2015-05-10,337,evening
2015-05-10,469,midday
2015-05-11,956,evening
2015-05-11,417,evening
2015-05-11,215,midday
2015-05-11,455,midday
2015-05-12,190,midday
2015-05-12,716,evening
2015-05-13,767,midday
2015-05-13,856,evening
2015-05-14,257,midday
2015-05-14,394,evening
2015-05-15,767,evening
2015-05-15,039,midday
2015-05-16,485,evening
2015-05-16,558,midday
2015-05-17,520,evening
2015-05-17,756,midday
2015-05-18,721,midday
2015-05-18,708,evening
2015-05-19,196,evening
2015-05-19,853,midday
2015-05-20,448,midday
2015-05-20,967,evening
2015-05-21,829,midday
2015-05-21,208,evening
2015-05-21,295,midday
2015-05-21,819,evening
2015-05-22,636,midday
2015-05-22,931,evening
2015-05-23,615,midday
2015-05-23,001,evening
2015-05-24,792,midday
2015-05-24,916,evening
2015-05-25,091,midday
2015-05-25,021,evening
2015-05-26,141,evening
2015-05-26,603,midday
2015-05-26,819,evening
2015-05-26,295,midday
2015-05-27,843,midday
2015-05-27,914,evening
2015-05-27,141,evening
2015-05-27,603,midday
2015-05-28,603,midday
2015-05-28,542,evening
2015-05-28,711,midday
2015-05-28,141,evening
2015-05-29,167,midday
2015-05-29,723,evening
2015-05-29,141,evening
2015-05-29,603,midday
2015-05-30,141,evening
2015-05-30,914,midday
2015-05-30,451,evening
2015-05-30,603,midday
2015-05-31,246,midday
2015-05-31,507,evening
2015-06-01,597,evening
2015-06-01,813,midday
2015-06-02,207,midday
2015-06-02,342,evening
2015-06-02,539,midday
2015-06-02,167,evening
2015-06-03,437,midday
2015-06-03,277,evening
2015-06-04,762,midday
2015-06-04,501,evening
2015-06-05,873,midday
2015-06-05,571,evening
2015-06-06,769,midday
2015-06-06,263,evening
2015-06-07,217,midday
2015-06-07,244,evening
2015-06-08,165,midday
2015-06-08,311,evening
2015-06-09,810,evening
2015-06-09,586,midday
2015-06-10,423,evening
2015-06-10,655,midday
2015-06-11,352,evening
2015-06-11,709,midday
2015-06-11,821,evening
2015-06-11,943,midday
2015-06-12,362,midday
2015-06-12,907,evening
2015-06-13,002,midday
2015-06-13,207,evening
2015-06-14,888,evening
2015-06-14,167,midday
2015-06-15,647,midday
2015-06-15,981,evening
2015-06-16,524,midday
2015-06-16,714,evening
2015-06-17,621,midday
2015-06-17,840,evening
2015-06-18,976,evening
2015-06-18,190,midday
2015-06-19,139,evening
2015-06-19,687,midday
2015-06-20,398,midday
2015-06-20,841,evening
2015-06-21,846,midday
2015-06-21,574,evening
2015-06-22,393,midday
2015-06-22,765,evening
2015-06-23,730,evening
2015-06-23,657,midday
