draw_date,numbers,draw_time
2014-03-11,169,evening
2014-03-11,479,midday
2014-03-12,764,evening
2014-03-12,046,midday
2014-03-13,597,evening
2014-03-13,454,midday
2014-03-14,182,evening
2014-03-14,597,midday
2014-03-15,554,evening
2014-03-15,559,midday
2014-03-16,486,evening
2014-03-16,467,midday
2014-03-17,966,evening
2014-03-17,577,midday
2014-03-18,023,evening
2014-03-18,873,midday
2014-03-19,392,evening
2014-03-19,383,midday
2014-03-20,641,evening
2014-03-20,203,midday
2014-03-21,781,evening
2014-03-21,654,midday
2014-03-22,131,midday
2014-03-22,710,evening
2014-03-23,383,midday
2014-03-23,142,midday
2014-03-23,392,evening
2014-03-23,392,evening
2014-03-23,530,evening
2014-03-23,308,midday
2014-03-24,858,midday
2014-03-24,142,midday
2014-03-24,392,evening
2014-03-24,763,evening
2014-03-25,142,midday
2014-03-25,392,evening
2014-03-25,755,evening
2014-03-25,425,midday
2014-03-26,294,evening
2014-03-26,264,midday
2014-03-26,392,evening
2014-03-26,142,midday
2014-03-27,392,evening
2014-03-27,142,midday
2014-03-27,974,midday
2014-03-27,497,evening
2014-03-28,142,midday
2014-03-28,344,midday
2014-03-28,508,evening
2014-03-28,392,evening
2014-03-29,396,evening
2014-03-29,170,midday
2014-03-30,492,midday
2014-03-30,101,evening
2014-03-31,789,midday
2014-03-31,364,evening
2014-04-01,471,evening
2014-04-01,700,evening
2014-04-01,795,midday
2014-04-01,535,midday
2014-04-02,565,evening
2014-04-02,523,midday
2014-04-03,938,midday
2014-04-03,079,evening
2014-04-04,874,midday
2014-04-04,465,evening
2014-04-05,366,midday
2014-04-05,060,evening
2014-04-06,323,midday
2014-04-06,587,evening
2014-04-07,449,midday
2014-04-07,427,evening
2014-04-08,885,midday
2014-04-08,153,evening
2014-04-09,084,midday
2014-04-09,648,evening
2014-04-10,433,evening
2014-04-10,018,midday
2014-04-11,850,midday
2014-04-11,534,evening
2014-04-12,707,midday
2014-04-12,587,evening
2014-04-13,745,midday
2014-04-13,028,evening
2014-04-14,130,midday
2014-04-14,866,evening
2014-04-15,373,evening
2014-04-15,666,midday
2014-04-16,784,evening
2014-04-16,403,midday
2014-04-17,835,evening
2014-04-17,074,midday
2014-04-18,850,evening
2014-04-18,433,midday
2014-04-18,069,midday
2014-04-18,160,evening
2014-04-19,793,midday
2014-04-19,919,evening
2014-04-20,159,midday
2014-04-20,239,evening
2014-04-21,528,evening
2014-04-21,384,midday
2014-04-22,495,midday
2014-04-22,159,evening
2014-04-23,560,evening
2014-04-23,605,midday
2014-04-24,432,midday
2014-04-24,001,evening
2014-04-25,795,midday
2014-04-25,700,evening
2014-04-26,759,midday
2014-04-26,870,evening
2014-04-27,133,evening
2014-04-27,349,midday
2014-04-28,604,evening
2014-04-28,403,midday
2014-04-28,130,midday
2014-04-28,866,evening
2014-04-29,224,midday
2014-04-29,086,evening
2014-04-30,471,evening
2014-04-30,876,midday
2014-04-30,767,evening
2014-04-30,535,midday
2014-05-01,764,evening
2014-05-01,124,midday
2014-05-02,743,midday
2014-05-02,873,evening
2014-05-03,071,midday
2014-05-03,204,evening
2014-05-04,502,evening
2014-05-04,153,midday
2014-05-05,494,evening
2014-05-05,256,midday
2014-05-06,016,evening
2014-05-06,085,midday
2014-05-07,993,evening
2014-05-07,667,midday
2014-05-08,753,midday
2014-05-08,078,evening
2014-05-09,467,evening
2014-05-09,356,midday
2014-05-10,188,evening
2014-05-10,217,midday
2014-05-11,986,midday
2014-05-11,347,evening
2014-05-12,555,midday
2014-05-12,361,evening
2014-05-13,503,evening
2014-05-13,367,midday
2014-05-14,096,evening
2014-05-14,309,midday
2014-05-15,504,midday
2014-05-15,470,evening
2014-05-16,893,midday
2014-05-16,583,evening
2014-05-16,993,evening
2014-05-16,667,midday
2014-05-17,833,midday
2014-05-17,531,evening
2014-05-18,395,evening
2014-05-18,209,midday
2014-05-19,945,midday
2014-05-19,834,evening
2014-05-20,123,midday
2014-05-20,104,evening
2014-05-21,850,midday
2014-05-21,628,evening
2014-05-22,769,midday
2014-05-22,188,evening
2014-05-23,969,evening
2014-05-23,765,midday
2014-05-24,650,evening
2014-05-24,924,midday
2014-05-25,318,evening
2014-05-25,691,midday
2014-05-26,243,evening
2014-05-26,659,midday
2014-05-27,193,evening
2014-05-27,764,evening
2014-05-27,124,midday
2014-05-27,597,midday
2014-05-28,764,evening
2014-05-28,283,evening
2014-05-28,124,midday
2014-05-28,883,midday
2014-05-29,424,evening
2014-05-29,373,midday
2014-05-29,124,midday
2014-05-29,764,evening
2014-05-30,764,evening
2014-05-30,124,midday
2014-05-30,743,midday
2014-05-30,518,evening
2014-05-31,080,midday
2014-05-31,505,evening
2014-06-01,346,midday
2014-06-01,267,evening
2014-06-02,821,evening
2014-06-02,713,midday
2014-06-03,466,midday
2014-06-03,953,evening
2014-06-04,050,midday
2014-06-04,623,evening
2014-06-05,411,midday
2014-06-05,508,evening
2014-06-05,612,midday
2014-06-06,230,midday
2014-06-06,383,evening
2014-06-07,280,midday
2014-06-07,027,evening
2014-06-08,708,midday
2014-06-08,118,evening
2014-06-09,883,midday
2014-06-09,296,evening
2014-06-10,148,midday
2014-06-10,500,evening
2014-06-11,253,midday
2014-06-11,415,evening
2014-06-12,799,midday
2014-06-12,726,evening
2014-06-13,984,midday
2014-06-13,314,evening
2014-06-14,548,midday
2014-06-14,120,evening
2014-06-15,663,midday
2014-06-15,045,evening
2014-06-16,157,midday
2014-06-16,921,evening
2014-06-17,791,midday
2014-06-17,761,evening
2014-06-18,932,midday
2014-06-18,125,evening
2014-06-19,158,midday
2014-06-19,472,evening
2014-06-20,371,midday
2014-06-20,218,evening
2014-06-21,716,midday
2014-06-21,525,evening
2014-06-22,602,midday
2014-06-22,759,evening
2014-06-23,868,evening
2014-06-23,731,midday
2014-06-24,646,midday
2014-06-24,869,evening
2014-06-25,841,midday
2014-06-25,878,evening
2014-06-26,187,midday
2014-06-26,939,evening
2014-06-27,171,evening
2014-06-27,708,midday
2014-06-27,118,evening
2014-06-27,688,midday
2014-06-28,319,midday
2014-06-28,690,evening
2014-06-29,143,midday
2014-06-29,836,evening
2014-06-30,739,midday
2014-06-30,690,evening
2014-07-01,612,midday
2014-07-01,449,evening
2014-07-02,275,evening
2014-07-02,439,midday
2014-07-03,921,midday
2014-07-03,920,evening
2014-07-04,353,midday
2014-07-04,708,evening
2014-07-05,697,midday
2014-07-05,225,midday
2014-07-05,005,evening
2014-07-05,636,evening
2014-07-06,636,evening
2014-07-06,225,midday
2014-07-07,639,midday
2014-07-07,276,evening
2014-07-08,185,midday
2014-07-08,898,evening
2014-07-09,406,midday
2014-07-09,533,evening
2014-07-10,533,midday
2014-07-10,652,evening
2014-07-11,755,midday
2014-07-11,017,evening
2014-07-12,256,evening
2014-07-12,374,midday
2014-07-13,063,midday
2014-07-13,969,evening
2014-07-14,546,midday
2014-07-14,744,evening
2014-07-15,173,midday
2014-07-15,319,evening
2014-07-16,710,midday
2014-07-16,836,evening
2014-07-17,473,midday
2014-07-17,780,evening
2014-07-17,256,evening
2014-07-17,374,midday
2014-07-18,286,midday
2014-07-18,402,evening
2014-07-19,153,midday
2014-07-19,343,evening
2014-07-20,567,midday
2014-07-20,107,evening
2014-07-21,103,midday
2014-07-21,958,evening
2014-07-22,564,evening
2014-07-22,400,midday
2014-07-23,040,midday
2014-07-23,760,evening
2014-07-24,333,evening
2014-07-24,879,midday
2014-07-25,094,midday
2014-07-25,872,evening
2014-07-26,082,midday
2014-07-26,377,evening
2014-07-27,314,midday
2014-07-27,128,evening
2014-07-28,593,midday
2014-07-28,848,evening
2014-07-29,612,midday
2014-07-29,449,evening
2014-07-29,848,midday
2014-07-29,911,evening
2014-07-30,802,evening
2014-07-30,651,midday
2014-07-30,612,midday
2014-07-30,449,evening
2014-07-31,643,midday
2014-07-31,240,evening
2014-08-01,490,evening
2014-08-01,727,midday
2014-08-02,826,evening
2014-08-02,560,midday
2014-08-02,002,evening
2014-08-02,164,midday
2014-08-03,826,evening
2014-08-03,560,midday
2014-08-04,378,evening
2014-08-04,677,midday
2014-08-05,061,midday
2014-08-05,966,evening
2014-08-05,330,midday
2014-08-06,206,evening
2014-08-06,330,midday
2014-08-06,771,evening
2014-08-06,610,midday
2014-08-07,925,midday
2014-08-07,419,evening
2014-08-08,310,midday
2014-08-08,774,evening
2014-08-09,867,evening
2014-08-09,738,midday
2014-08-10,565,evening
2014-08-10,207,midday
2014-08-10,314,midday
2014-08-10,561,evening
2014-08-11,445,midday
2014-08-11,010,evening
2014-08-12,565,evening
2014-08-12,207,midday
2014-08-13,790,evening
2014-08-13,713,midday
2014-08-14,163,midday
2014-08-14,184,evening
2014-08-15,218,evening
2014-08-15,601,midday
2014-08-16,408,midday
2014-08-16,402,evening
2014-08-17,906,midday
2014-08-17,753,evening
2014-08-18,636,midday
2014-08-18,382,evening
2014-08-18,713,midday
2014-08-18,304,evening
2014-08-19,018,midday
2014-08-19,713,evening
2014-08-20,862,evening
2014-08-20,304,midday
2014-08-21,651,midday
2014-08-21,855,evening
2014-08-22,256,midday
2014-08-22,352,evening
2014-08-23,668,midday
2014-08-23,372,evening
2014-08-24,195,evening
2014-08-24,321,midday
2014-08-25,198,evening
2014-08-25,610,midday
2014-08-26,624,evening
2014-08-26,934,midday
2014-08-27,792,evening
2014-08-27,647,midday
2014-08-27,490,evening
2014-08-27,727,midday
2014-08-28,490,evening
2014-08-28,218,midday
2014-08-28,930,evening
2014-08-28,727,midday
2014-08-29,490,evening
2014-08-29,727,midday
2014-08-29,408,midday
2014-08-29,539,evening
2014-08-30,490,evening
2014-08-30,126,evening
2014-08-30,727,midday
2014-08-30,594,midday
2014-08-31,727,midday
2014-08-31,542,midday
2014-08-31,478,evening
2014-08-31,490,evening
2014-09-01,330,midday
2014-09-01,206,evening
2014-09-02,235,midday
2014-09-02,467,evening
2014-09-03,697,midday
2014-09-03,286,evening
2014-09-04,276,evening
2014-09-04,317,midday
2014-09-05,835,midday
2014-09-05,783,evening
2014-09-06,162,midday
2014-09-06,534,evening
2014-09-07,074,midday
2014-09-07,835,evening
2014-09-08,958,midday
2014-09-08,517,evening
2014-09-09,468,evening
2014-09-09,210,midday
2014-09-10,697,evening
2014-09-10,814,midday
2014-09-11,965,midday
2014-09-11,485,evening
2014-09-12,800,midday
2014-09-12,296,evening
2014-09-12,144,midday
2014-09-12,347,evening
2014-09-13,975,midday
2014-09-13,257,evening
2014-09-14,925,midday
2014-09-14,903,evening
2014-09-15,281,midday
2014-09-15,012,evening
2014-09-16,144,midday
2014-09-16,347,evening
2014-09-17,208,midday
2014-09-17,452,evening
2014-09-18,820,evening
2014-09-18,543,midday
2014-09-19,921,midday
2014-09-19,659,evening
2014-09-20,769,midday
2014-09-20,388,evening
2014-09-21,535,midday
2014-09-21,909,evening
2014-09-22,621,evening
2014-09-22,321,midday
2014-09-23,264,evening
2014-09-23,463,midday
2014-09-24,159,midday
2014-09-24,639,evening
2014-09-25,461,midday
2014-09-25,320,evening
2014-09-26,420,midday
2014-09-26,453,evening
2014-09-27,385,midday
2014-09-27,114,evening
2014-09-28,072,evening
2014-09-28,818,midday
2014-09-29,477,midday
2014-09-29,981,evening
2014-09-30,458,midday
2014-09-30,593,evening
2014-10-01,785,evening
2014-10-01,714,midday
2014-10-02,355,evening
2014-10-02,820,midday
2014-10-03,218,evening
2014-10-03,802,midday
2014-10-04,083,midday
2014-10-04,888,evening
2014-10-05,183,midday
2014-10-05,979,evening
2014-10-05,335,midday
2014-10-05,579,evening
2014-10-06,251,midday
2014-10-06,047,evening
2014-10-07,651,evening
2014-10-07,161,midday
2014-10-08,013,evening
2014-10-08,619,midday
2014-10-09,914,midday
2014-10-09,640,evening
2014-10-10,896,midday
2014-10-10,520,evening
2014-10-11,398,evening
2014-10-11,604,midday
2014-10-12,498,midday
2014-10-12,307,evening
2014-10-13,914,midday
2014-10-13,444,evening
2014-10-13,640,evening
2014-10-13,555,midday
2014-10-14,279,midday
2014-10-14,811,evening
2014-10-15,989,midday
2014-10-15,201,evening
2014-10-16,148,midday
2014-10-16,120,evening
2014-10-17,285,midday
2014-10-17,370,evening
2014-10-18,350,midday
2014-10-18,921,evening
2014-10-19,750,midday
2014-10-19,284,evening
2014-10-20,676,midday
2014-10-20,860,evening
2014-10-21,250,evening
2014-10-21,517,midday
2014-10-22,332,evening
2014-10-22,849,midday
2014-10-23,731,midday
2014-10-23,005,evening
2014-10-24,183,midday
2014-10-24,979,evening
2014-10-25,742,evening
2014-10-25,073,midday
2014-10-26,409,evening
2014-10-26,526,midday
2014-10-27,246,midday
2014-10-27,703,evening
2014-10-28,102,midday
2014-10-28,791,evening
2014-10-28,785,evening
2014-10-28,714,midday
2014-10-29,269,midday
2014-10-29,714,midday
2014-10-29,785,evening
2014-10-29,064,evening
2014-10-30,739,evening
2014-10-30,966,midday
2014-10-30,714,midday
2014-10-30,785,evening
2014-10-31,598,midday
2014-10-31,846,evening
2014-11-01,430,midday
2014-11-01,905,evening
2014-11-02,440,evening
2014-11-02,293,midday
2014-11-03,239,evening
2014-11-03,077,midday
2014-11-04,044,evening
2014-11-04,867,midday
2014-11-05,580,evening
2014-11-05,938,midday
2014-11-05,630,midday
2014-11-06,630,midday
2014-11-06,098,midday
2014-11-06,807,evening
2014-11-06,596,evening
2014-11-07,632,midday
2014-11-07,271,evening
2014-11-08,043,midday
2014-11-08,172,evening
2014-11-09,791,midday
2014-11-09,486,evening
2014-11-10,017,midday
2014-11-10,680,evening
2014-11-11,937,midday
2014-11-11,449,evening
2014-11-12,255,evening
2014-11-12,079,midday
2014-11-13,955,midday
2014-11-13,103,evening
2014-11-14,735,midday
2014-11-14,630,evening
2014-11-15,449,midday
2014-11-15,441,evening
2014-11-16,758,evening
2014-11-16,560,midday
2014-11-17,680,midday
2014-11-17,937,evening
2014-11-17,284,evening
2014-11-17,208,midday
2014-11-18,393,evening
2014-11-18,579,midday
2014-11-19,257,evening
2014-11-19,144,midday
2014-11-20,459,evening
2014-11-20,721,midday
2014-11-21,307,evening
2014-11-21,909,midday
2014-11-22,941,evening
2014-11-22,810,midday
2014-11-23,159,evening
2014-11-23,950,midday
2014-11-24,601,midday
2014-11-24,278,evening
2014-11-25,685,evening
2014-11-25,346,midday
2014-11-26,905,evening
2014-11-26,717,evening
2014-11-26,430,midday
2014-11-26,265,midday
2014-11-27,588,evening
2014-11-27,208,midday
2014-11-27,430,midday
2014-11-27,905,evening
2014-11-28,430,midday
2014-11-28,905,evening
2014-11-28,686,midday
2014-11-28,669,evening
2014-11-29,430,midday
2014-11-29,905,evening
2014-11-29,246,midday
2014-11-29,331,evening
2014-11-30,430,midday
2014-11-30,244,midday
2014-11-30,905,evening
2014-11-30,115,evening
2014-12-01,630,midday
2014-12-01,596,evening
2014-12-02,585,midday
2014-12-02,123,evening
2014-12-03,117,midday
2014-12-03,346,evening
2014-12-04,401,midday
2014-12-04,161,evening
2014-12-05,724,midday
2014-12-05,060,evening
2014-12-06,695,evening
2014-12-06,737,midday
2014-12-07,722,evening
2014-12-07,725,midday
2014-12-08,177,midday
2014-12-08,996,evening
2014-12-09,117,midday
2014-12-09,757,evening
2014-12-10,358,midday
2014-12-10,826,evening
2014-12-11,215,evening
2014-12-11,945,midday
2014-12-12,409,midday
2014-12-12,484,evening
2014-12-13,984,midday
2014-12-13,299,evening
2014-12-14,695,midday
2014-12-14,920,evening
2014-12-15,399,evening
2014-12-15,581,midday
2014-12-16,414,midday
2014-12-16,826,evening
2014-12-17,411,midday
2014-12-17,833,evening
2014-12-18,693,midday
2014-12-18,980,evening
2014-12-19,597,midday
2014-12-19,847,evening
2014-12-20,306,midday
2014-12-20,055,evening
2014-12-21,149,midday
2014-12-21,484,evening
2014-12-22,871,midday
2014-12-22,723,evening
2014-12-23,623,midday
2014-12-23,621,evening
2014-12-24,246,midday
2014-12-24,326,evening
2014-12-25,085,midday
2014-12-25,195,evening
2014-12-26,258,midday
2014-12-26,083,evening
2014-12-27,675,midday
2014-12-27,969,evening
2014-12-28,985,midday
2014-12-28,994,evening
2014-12-29,071,midday
2014-12-29,356,evening
2014-12-30,242,midday
2014-12-30,030,evening
2014-12-30,630,midday
2014-12-30,408,evening
2014-12-30,596,evening
2014-12-30,281,midday
2014-12-31,408,evening
2014-12-31,242,midday
2015-01-01,672,evening
2015-01-01,295,midday
2015-01-02,539,evening
2015-01-02,195,midday
2015-01-03,365,midday
2015-01-03,763,evening
2015-01-03,621,evening
2015-01-03,177,midday
2015-01-04,902,evening
2015-01-04,345,midday
2015-01-05,702,midday
2015-01-05,705,evening
2015-01-06,679,evening
2015-01-06,908,midday
2015-01-07,141,midday
2015-01-07,758,evening
2015-01-08,582,midday
2015-01-08,938,evening
2015-01-09,524,evening
2015-01-09,853,midday
2015-01-10,551,midday
2015-01-10,074,evening
2015-01-10,373,evening
2015-01-10,275,midday
2015-01-11,309,evening
2015-01-11,808,midday
2015-01-12,010,midday
2015-01-12,551,evening
2015-01-13,960,evening
2015-01-13,074,midday
2015-01-14,123,midday
2015-01-14,366,evening
2015-01-15,404,midday
2015-01-15,692,evening
2015-01-16,326,midday
2015-01-16,547,evening
2015-01-17,966,midday
2015-01-17,491,evening
2015-01-18,472,midday
2015-01-18,499,evening
2015-01-19,496,midday
2015-01-19,256,evening
2015-01-20,218,midday
2015-01-20,340,evening
2015-01-21,731,midday
2015-01-21,300,evening
2015-01-22,409,evening
2015-01-22,643,midday
2015-01-23,406,midday
2015-01-23,000,evening
2015-01-24,931,evening
2015-01-24,488,midday
2015-01-25,954,evening
2015-01-25,387,midday
2015-01-26,717,midday
2015-01-26,539,evening
2015-01-27,587,midday
2015-01-27,778,evening
2015-01-28,295,midday
2015-01-28,672,evening
2015-01-28,337,midday
2015-01-28,003,evening
2015-01-29,295,midday
2015-01-29,672,evening
2015-01-29,763,evening
2015-01-29,365,midday
2015-01-30,408,midday
2015-01-30,295,midday
2015-01-30,672,evening
2015-01-30,272,evening
2015-01-31,248,midday
2015-01-31,413,evening
2015-01-31,295,midday
2015-01-31,672,evening
2015-02-01,815,midday
2015-02-01,070,evening
2015-02-02,602,evening
2015-02-02,521,midday
2015-02-03,514,evening
2015-02-03,370,midday
2015-02-04,394,midday
2015-02-04,709,evening
2015-02-05,406,midday
2015-02-05,280,evening
2015-02-06,596,midday
2015-02-06,081,evening
2015-02-07,308,midday
2015-02-07,512,evening
2015-02-08,122,evening
2015-02-08,381,midday
2015-02-09,230,midday
2015-02-09,501,evening
2015-02-10,218,midday
2015-02-10,522,evening
2015-02-11,180,midday
2015-02-11,604,evening
2015-02-12,385,midday
2015-02-12,254,evening
2015-02-13,664,evening
2015-02-13,611,midday
2015-02-14,000,midday
2015-02-14,118,evening
2015-02-15,363,midday
2015-02-15,411,evening
2015-02-16,407,midday
2015-02-16,026,evening
2015-02-17,623,midday
2015-02-17,884,evening
2015-02-18,041,midday
2015-02-18,948,evening
2015-02-19,443,midday
2015-02-19,196,evening
2015-02-20,039,evening
2015-02-20,595,midday
2015-02-21,410,midday
2015-02-21,373,evening
2015-02-22,791,evening
2015-02-22,121,midday
2015-02-23,328,midday
2015-02-23,661,evening
2015-02-24,036,midday
2015-02-24,537,evening
2015-02-25,822,midday
2015-02-25,972,evening
2015-02-26,623,midday
2015-02-26,884,evening
2015-02-26,394,midday
2015-02-26,976,evening
2015-02-27,779,midday
2015-02-27,105,evening
2015-02-28,125,evening
2015-02-28,502,midday
2015-03-01,282,midday
2015-03-01,384,evening
2015-03-02,665,midday
2015-03-02,875,evening
2015-03-03,459,midday
2015-03-03,526,evening
2015-03-04,143,midday
2015-03-04,679,evening
2015-03-05,322,midday
2015-03-05,989,evening
2015-03-06,954,evening
2015-03-06,098,midday
2015-03-07,794,midday
2015-03-07,037,evening
2015-03-08,302,midday
2015-03-08,135,evening
2015-03-09,662,midday
2015-03-09,560,evening
2015-03-10,768,midday
2015-03-10,775,evening
2015-03-11,498,midday
2015-03-11,396,evening
2015-03-12,576,evening
2015-03-12,046,midday
2015-03-13,987,midday
2015-03-13,702,evening
2015-03-14,547,midday
2015-03-14,469,evening
2015-03-15,404,midday
2015-03-15,434,evening
2015-03-16,041,midday
2015-03-16,159,evening
2015-03-17,716,midday
2015-03-17,155,evening
2015-03-18,989,midday
2015-03-18,856,evening
2015-03-19,899,evening
2015-03-19,516,midday
2015-03-20,217,midday
2015-03-20,769,evening
2015-03-21,994,midday
2015-03-21,068,evening
2015-03-22,832,midday
2015-03-22,521,evening
2015-03-23,038,midday
2015-03-23,549,evening
2015-03-24,228,evening
2015-03-24,359,midday
2015-03-25,719,evening
2015-03-25,690,midday
2015-03-26,167,midday
2015-03-26,380,evening
2015-03-27,653,midday
2015-03-27,936,evening
2015-03-28,861,midday
2015-03-28,600,evening
2015-03-29,735,midday
2015-03-29,908,evening
2015-03-30,309,midday
2015-03-30,758,evening
2015-03-31,480,evening
2015-03-31,336,midday
2015-04-01,802,midday
2015-04-01,784,evening
2015-04-02,090,midday
2015-04-02,319,evening
2015-04-03,192,midday
2015-04-03,455,evening
2015-04-04,488,midday
2015-04-04,508,evening
2015-04-05,624,evening
2015-04-05,552,midday
2015-04-06,227,evening
2015-04-06,931,midday
2015-04-07,254,midday
2015-04-07,596,evening
2015-04-08,128,evening
2015-04-08,440,midday
2015-04-09,184,midday
2015-04-09,565,evening
2015-04-10,541,midday
2015-04-10,690,evening
2015-04-11,264,evening
2015-04-11,375,midday
2015-04-12,936,midday
2015-04-12,205,evening
2015-04-13,264,midday
2015-04-13,660,evening
2015-04-14,419,midday
2015-04-14,606,evening
2015-04-15,799,midday
2015-04-15,717,evening
2015-04-16,880,midday
2015-04-16,129,evening
2015-04-17,664,midday
2015-04-17,545,evening
2015-04-18,907,evening
2015-04-18,168,midday
2015-04-19,424,midday
2015-04-19,299,evening
2015-04-20,562,evening
2015-04-20,634,midday
2015-04-21,178,evening
2015-04-21,927,midday
2015-04-22,054,evening
2015-04-22,192,midday
2015-04-23,437,midday
2015-04-23,524,evening
2015-04-24,287,midday
2015-04-24,080,evening
2015-04-25,237,midday
2015-04-25,789,evening
2015-04-26,590,midday
2015-04-26,344,evening
2015-04-27,310,evening
2015-04-27,377,midday
2015-04-28,108,evening
2015-04-28,041,midday
2015-04-29,638,evening
2015-04-29,784,evening
2015-04-29,802,midday
2015-04-29,867,midday
2015-04-30,528,midday
2015-04-30,594,evening
2015-04-30,802,midday
2015-04-30,784,evening
2015-05-01,029,evening
2015-05-01,434,midday
2015-05-02,203,midday
2015-05-02,215,evening
2015-05-03,880,midday
2015-05-03,358,evening
2015-05-04,247,midday
2015-05-04,856,evening
2015-05-05,855,evening
2015-05-05,748,midday
2015-05-05,044,evening
2015-05-05,883,midday
2015-05-05,976,midday
2015-05-06,302,evening
2015-05-06,710,midday
2015-05-06,883,midday
2015-05-06,822,evening
2015-05-07,705,evening
2015-05-07,158,midday
2015-05-08,404,midday
2015-05-08,366,evening
2015-05-09,700,evening
2015-05-09,716,midday
2015-05-10,211,midday
2015-05-10,271,evening
2015-05-11,603,midday
2015-05-11,824,evening
2015-05-12,304,midday
2015-05-12,380,evening
2015-05-13,502,evening
2015-05-13,748,midday
2015-05-14,085,midday
2015-05-14,066,evening
2015-05-15,777,evening
2015-05-15,044,midday
2015-05-16,882,midday
2015-05-16,073,evening
2015-05-17,560,evening
2015-05-17,332,midday
2015-05-18,974,evening
2015-05-18,038,midday
2015-05-19,958,midday
2015-05-19,115,evening
2015-05-20,471,midday
2015-05-20,479,evening
2015-05-21,138,evening
2015-05-21,240,midday
2015-05-22,404,evening
2015-05-22,318,midday
2015-05-23,285,evening
2015-05-23,543,midday
2015-05-24,780,midday
2015-05-24,724,evening
2015-05-25,935,evening
2015-05-25,188,midday
2015-05-26,434,midday
2015-05-26,029,evening
2015-05-26,976,evening
2015-05-26,005,midday
2015-05-27,044,midday
2015-05-27,029,evening
2015-05-27,434,midday
2015-05-27,914,evening
2015-05-28,434,midday
2015-05-28,029,evening
2015-05-28,337,evening
2015-05-28,760,midday
2015-05-29,881,midday
2015-05-29,861,evening
2015-05-29,203,midday
2015-05-29,029,evening
2015-05-29,434,midday
2015-05-29,215,evening
2015-05-30,029,evening
2015-05-30,434,midday
2015-05-30,682,midday
2015-05-30,950,evening
2015-05-31,350,midday
2015-05-31,172,evening
2015-06-01,822,evening
2015-06-01,883,midday
2015-06-02,678,midday
2015-06-02,818,evening
2015-06-03,635,midday
2015-06-03,372,evening
2015-06-04,716,midday
2015-06-04,755,evening
2015-06-05,395,midday
2015-06-05,500,evening
2015-06-06,584,evening
2015-06-06,955,midday
2015-06-07,613,midday
2015-06-07,465,evening
2015-06-08,023,midday
2015-06-08,088,evening
2015-06-09,109,evening
2015-06-09,025,midday
2015-06-10,936,evening
2015-06-10,742,midday
2015-06-11,293,evening
2015-06-11,128,midday
2015-06-12,330,evening
2015-06-12,967,midday
2015-06-13,818,evening
2015-06-13,654,midday
2015-06-14,559,midday
2015-06-14,919,evening
2015-06-15,404,evening
2015-06-15,490,midday
2015-06-16,426,evening
2015-06-16,593,midday
2015-06-17,748,midday
2015-06-17,281,evening
2015-06-18,123,midday
2015-06-18,427,evening
2015-06-19,982,evening
2015-06-19,311,midday
2015-06-20,369,midday
2015-06-20,986,evening
2015-06-21,263,midday
2015-06-21,550,evening
2015-06-22,642,midday
2015-06-22,612,evening
2015-06-23,088,midday
2015-06-23,025,evening
2015-06-23,220,midday
2015-06-23,532,evening
2015-06-24,247,midday
2015-06-24,660,evening
2015-06-25,654,midday
2015-06-25,581,evening
2015-06-25,109,midday
2015-06-25,742,evening
2015-06-26,632,midday
